0.1 0.042708682
0.2 0.317777048
0.3 0.496455391
0.4 1.022310445
0.5 1.184810001
0.6 1.636676251
0.7 2.363936337
0.8 3.113115953
0.9 4.011495048
1.0 5.064034797
1.1 6.043696463
1.2 7.261705888
1.3 8.381120459
1.4 9.720763745
1.5 11.00784437
1.6 12.38406994
1.7 14.23559211
1.8 15.8294279
1.9 17.82066229
2.0 19.49514952
2.1 21.76778742
2.2 23.63189699
2.3 25.85071891
2.4 28.25737713
2.5 30.66895873
2.6 33.01585215
2.7 35.81083715
2.8 38.45407536
2.9 41.34391209
3.0 44.21028524
3.1 47.16276904
3.2 50.16765237
3.3 53.25102256
3.4 56.51477034
3.5 59.97209391
3.6 63.50533148
3.7 66.70785223
3.8 70.57681721
3.9 74.5295603
4.0 78.43773257
4.1 82.41746121
4.2 86.32665431
4.3 90.47884441
4.4 94.80103125
4.5 99.15960256
4.6 103.6901242
4.7 108.1747125
4.8 112.8964044
4.9 117.5600513
5.0 122.5053163
5.1 127.4502313
5.2 132.5865663
5.3 137.5519993
5.4 142.8764119
5.5 148.1737838
5.6 153.6213643
5.7 159.1366687
5.8 164.9538701
5.9 170.7558005
6.0 176.3004494
6.1 182.3291456
6.2 188.2606399
6.3 194.5055624
6.4 200.7612794
6.5 207.1265933
6.6 213.5508613
6.7 219.9207808
6.8 226.628139
6.9 233.3208687
7.0 240.1844343
7.1 247.048052
7.2 254.0370269
7.3 261.1044344
7.4 268.3259603
7.5 275.7055346
7.6 283.1784462
7.7 290.4941977
7.8 298.2005291
7.9 305.720566
8.0 313.5653586
8.1 321.4450841
8.2 329.3891226
8.3 337.4598344
8.4 345.7587719
8.5 354.0533924
8.6 362.5508904
8.7 370.8864988
8.8 379.5402829
8.9 388.0713865
9.0 396.8952552
9.1 405.6885609
9.2 414.7581548
9.3 423.6865453
9.4 432.9365071
9.5 442.2804724
9.6 451.6863323
9.7 461.0621919
9.8 470.5998896
9.9 480.183995
10.0 489.7712208
